gamePk,date,home,away,status
746947,2024-06-14T22:30:00Z,Boston Red Sox,New York Yankees,Final
744847,2024-06-14T22:45:00Z,Washington Nationals,Miami Marlins,Final
747025,2024-06-14T23:05:00Z,Baltimore Orioles,Philadelphia Phillies,Final
744924,2024-06-14T23:07:00Z,Toronto Blue Jays,Cleveland Guardians,Final
745810,2024-06-14T23:10:00Z,New York Mets,San Diego Padres,Final
747112,2024-06-14T23:20:00Z,Atlanta Braves,Tampa Bay Rays,Final
746378,2024-06-15T00:10:00Z,Houston Astros,Detroit Tigers,Final
745892,2024-06-15T00:10:00Z,Minnesota Twins,Oakland Athletics,Final
745979,2024-06-15T00:10:00Z,Milwaukee Brewers,Cincinnati Reds,Final
746545,2024-06-15T00:40:00Z,Colorado Rockies,Pittsburgh Pirates,Final
747191,2024-06-15T01:40:00Z,Arizona Diamondbacks,Chicago White Sox,Final
746134,2024-06-15T02:10:00Z,Los Angeles Dodgers,Kansas City Royals,Final
745247,2024-06-15T02:10:00Z,Seattle Mariners,Texas Rangers,Final
745326,2024-06-15T02:15:00Z,San Francisco Giants,Los Angeles Angels,Final
746865,2024-06-15T18:20:00Z,Chicago Cubs,St. Louis Cardinals,Final
744925,2024-06-15T19:07:00Z,Toronto Blue Jays,Cleveland Guardians,Final
745329,2024-06-15T20:05:00Z,San Francisco Giants,Los Angeles Angels,Final
747024,2024-06-15T20:05:00Z,Baltimore Orioles,Philadelphia Phillies,Final
744846,2024-06-15T20:05:00Z,Washington Nationals,Miami Marlins,Final
746381,2024-06-15T20:10:00Z,Houston Astros,Detroit Tigers,Final
745805,2024-06-15T20:10:00Z,New York Mets,San Diego Padres,Final
747113,2024-06-15T20:10:00Z,Atlanta Braves,Tampa Bay Rays,Final
745976,2024-06-15T20:10:00Z,Milwaukee Brewers,Cincinnati Reds,Final
745241,2024-06-15T23:15:00Z,Seattle Mariners,Texas Rangers,Final
746946,2024-06-15T23:15:00Z,Boston Red Sox,New York Yankees,Final
746135,2024-06-16T01:10:00Z,Los Angeles Dodgers,Kansas City Royals,Final
746547,2024-06-16T01:10:00Z,Colorado Rockies,Pittsburgh Pirates,Final
747187,2024-06-16T02:10:00Z,Arizona Diamondbacks,Chicago White Sox,Final
745891,2024-06-15T18:10:00Z,Minnesota Twins,Oakland Athletics,Final
746866,2024-06-16T17:05:00Z,Chicago Cubs,St. Louis Cardinals,Final
747023,2024-06-16T17:35:00Z,Baltimore Orioles,Philadelphia Phillies,Final
747109,2024-06-16T17:35:00Z,Atlanta Braves,Tampa Bay Rays,Final
744839,2024-06-16T17:35:00Z,Washington Nationals,Miami Marlins,Final
744926,2024-06-16T17:37:00Z,Toronto Blue Jays,Cleveland Guardians,Final
745807,2024-06-16T17:40:00Z,New York Mets,San Diego Padres,Final
746377,2024-06-16T18:10:00Z,Houston Astros,Detroit Tigers,Final
745895,2024-06-16T18:10:00Z,Minnesota Twins,Oakland Athletics,Final
745891,2024-06-16T23:40:00Z,Minnesota Twins,Oakland Athletics,Final
745977,2024-06-16T18:10:00Z,Milwaukee Brewers,Cincinnati Reds,Final
746546,2024-06-16T19:10:00Z,Colorado Rockies,Pittsburgh Pirates,Final
745321,2024-06-16T20:05:00Z,San Francisco Giants,Los Angeles Angels,Final
746130,2024-06-16T20:10:00Z,Los Angeles Dodgers,Kansas City Royals,Final
745242,2024-06-16T20:10:00Z,Seattle Mariners,Texas Rangers,Final
747189,2024-06-16T20:10:00Z,Arizona Diamondbacks,Chicago White Sox,Final
746945,2024-06-16T23:10:00Z,Boston Red Sox,New York Yankees,Final
745490,2024-06-17T22:40:00Z,Pittsburgh Pirates,Cincinnati Reds,Final
745567,2024-06-17T22:40:00Z,Philadelphia Phillies,San Diego Padres,Final
746055,2024-06-17T22:40:00Z,Miami Marlins,St. Louis Cardinals,Final
744918,2024-06-17T23:07:00Z,Toronto Blue Jays,Boston Red Sox,Final
747108,2024-06-17T23:20:00Z,Atlanta Braves,Detroit Tigers,Final
746868,2024-06-18T00:05:00Z,Chicago Cubs,San Francisco Giants,Final
745005,2024-06-18T00:05:00Z,Texas Rangers,New York Mets,Final
746543,2024-06-18T00:40:00Z,Colorado Rockies,Los Angeles Dodgers,Final
746215,2024-06-18T01:38:00Z,Los Angeles Angels,Milwaukee Brewers,Final
746049,2024-06-18T22:10:00Z,Miami Marlins,St. Louis Cardinals,Final
745488,2024-06-18T22:40:00Z,Pittsburgh Pirates,Cincinnati Reds,Final
746627,2024-06-18T22:40:00Z,Cleveland Guardians,Seattle Mariners,Final
745563,2024-06-18T22:40:00Z,Philadelphia Phillies,San Diego Padres,Final
744843,2024-06-18T22:45:00Z,Washington Nationals,Arizona Diamondbacks,Final
745733,2024-06-18T23:05:00Z,New York Yankees,Baltimore Orioles,Final
744917,2024-06-18T23:07:00Z,Toronto Blue Jays,Boston Red Sox,Final
747107,2024-06-18T23:20:00Z,Atlanta Braves,Detroit Tigers,Final
745893,2024-06-18T23:40:00Z,Minnesota Twins,Tampa Bay Rays,Final
746867,2024-06-19T00:05:00Z,Chicago Cubs,San Francisco Giants,Final
745004,2024-06-19T00:05:00Z,Texas Rangers,New York Mets,Final
746783,2024-06-19T00:10:00Z,Chicago White Sox,Houston Astros,Final
746542,2024-06-19T00:40:00Z,Colorado Rockies,Los Angeles Dodgers,Final
746217,2024-06-19T01:38:00Z,Los Angeles Angels,Milwaukee Brewers,Final
745650,2024-06-19T01:40:00Z,Oakland Athletics,Kansas City Royals,Final
747106,2024-06-19T16:20:00Z,Atlanta Braves,Detroit Tigers,Final
745489,2024-06-19T16:35:00Z,Pittsburgh Pirates,Cincinnati Reds,Final
746050,2024-06-19T16:40:00Z,Miami Marlins,St. Louis Cardinals,Final
745561,2024-06-19T17:05:00Z,Philadelphia Phillies,San Diego Padres,Final
746864,2024-06-19T18:20:00Z,Chicago Cubs,San Francisco Giants,Final
744842,2024-06-19T20:05:00Z,Washington Nationals,Arizona Diamondbacks,Final
746625,2024-06-19T22:40:00Z,Cleveland Guardians,Seattle Mariners,Final
745732,2024-06-19T23:05:00Z,New York Yankees,Baltimore Orioles,Final
744920,2024-06-19T23:07:00Z,Toronto Blue Jays,Boston Red Sox,Final
745887,2024-06-19T23:40:00Z,Minnesota Twins,Tampa Bay Rays,Final
745002,2024-06-20T00:05:00Z,Texas Rangers,New York Mets,Final
746781,2024-06-20T00:10:00Z,Chicago White Sox,Houston Astros,Final
746538,2024-06-20T00:40:00Z,Colorado Rockies,Los Angeles Dodgers,Final
746219,2024-06-20T01:38:00Z,Los Angeles Angels,Milwaukee Brewers,Final
745646,2024-06-20T01:40:00Z,Oakland Athletics,Kansas City Royals,Final
744841,2024-06-20T17:05:00Z,Washington Nationals,Arizona Diamondbacks,Final
746626,2024-06-20T17:10:00Z,Cleveland Guardians,Seattle Mariners,Final
745889,2024-06-20T17:10:00Z,Minnesota Twins,Tampa Bay Rays,Final
746782,2024-06-20T18:10:00Z,Chicago White Sox,Houston Astros,Final
746539,2024-06-20T19:10:00Z,Colorado Rockies,Los Angeles Dodgers,Final
745645,2024-06-20T19:37:00Z,Oakland Athletics,Kansas City Royals,Final
745734,2024-06-20T20:05:00Z,New York Yankees,Baltimore Orioles,Final
745164,2024-06-20T23:15:00Z,St. Louis Cardinals,San Francisco Giants,Final
745401,2024-06-21T01:40:00Z,San Diego Padres,Milwaukee Brewers,Final
746861,2024-06-21T18:20:00Z,Chicago Cubs,New York Mets,Final
745483,2024-06-21T22:40:00Z,Pittsburgh Pirates,Tampa Bay Rays,Final
745562,2024-06-21T22:40:00Z,Philadelphia Phillies,Arizona Diamondbacks,Final
746460,2024-06-21T22:40:00Z,Detroit Tigers,Chicago White Sox,Final
745729,2024-06-21T23:05:00Z,New York Yankees,Atlanta Braves,Final
746698,2024-06-21T23:10:00Z,Cincinnati Reds,Boston Red Sox,Final
746624,2024-06-21T23:10:00Z,Cleveland Guardians,Toronto Blue Jays,Final
746052,2024-06-21T23:10:00Z,Miami Marlins,Seattle Mariners,Final
745006,2024-06-22T00:05:00Z,Texas Rangers,Kansas City Royals,Final
746375,2024-06-22T00:10:00Z,Houston Astros,Baltimore Orioles,Final
746540,2024-06-22T00:40:00Z,Colorado Rockies,Washington Nationals,Final
745649,2024-06-22T01:40:00Z,Oakland Athletics,Minnesota Twins,Final
745403,2024-06-22T01:40:00Z,San Diego Padres,Milwaukee Brewers,Final
746131,2024-06-22T02:10:00Z,Los Angeles Dodgers,Los Angeles Angels,Final
746459,2024-06-22T17:10:00Z,Detroit Tigers,Chicago White Sox,Final
745163,2024-06-22T18:15:00Z,St. Louis Cardinals,San Francisco Giants,Final
746863,2024-06-22T18:20:00Z,Chicago Cubs,New York Mets,Final
745486,2024-06-22T20:05:00Z,Pittsburgh Pirates,Tampa Bay Rays,Final
744997,2024-06-22T20:05:00Z,Texas Rangers,Kansas City Royals,Final
745564,2024-06-22T20:05:00Z,Philadelphia Phillies,Arizona Diamondbacks,Final
745644,2024-06-22T20:07:00Z,Oakland Athletics,Minnesota Twins,Final
746700,2024-06-22T20:10:00Z,Cincinnati Reds,Boston Red Sox,Final
746376,2024-06-22T20:10:00Z,Houston Astros,Baltimore Orioles,Final
746622,2024-06-22T20:10:00Z,Cleveland Guardians,Toronto Blue Jays,Final
746048,2024-06-22T20:10:00Z,Miami Marlins,Seattle Mariners,Final
745731,2024-06-22T23:15:00Z,New York Yankees,Atlanta Braves,Final
745402,2024-06-22T23:15:00Z,San Diego Padres,Milwaukee Brewers,Final
746541,2024-06-23T01:10:00Z,Colorado Rockies,Washington Nationals,Final
746132,2024-06-23T02:10:00Z,Los Angeles Dodgers,Los Angeles Angels,Final
745566,2024-06-23T15:35:00Z,Philadelphia Phillies,Arizona Diamondbacks,Final
745485,2024-06-23T17:35:00Z,Pittsburgh Pirates,Tampa Bay Rays,Final
745727,2024-06-23T17:35:00Z,New York Yankees,Atlanta Braves,Final
746699,2024-06-23T17:40:00Z,Cincinnati Reds,Boston Red Sox,Final
746621,2024-06-23T17:40:00Z,Cleveland Guardians,Toronto Blue Jays,Final
746457,2024-06-23T17:40:00Z,Detroit Tigers,Chicago White Sox,Final
746051,2024-06-23T17:40:00Z,Miami Marlins,Seattle Mariners,Final
746373,2024-06-23T18:10:00Z,Houston Astros,Baltimore Orioles,Final
745165,2024-06-23T18:15:00Z,St. Louis Cardinals,San Francisco Giants,Final
745000,2024-06-23T18:35:00Z,Texas Rangers,Kansas City Royals,Final
746536,2024-06-23T19:10:00Z,Colorado Rockies,Washington Nationals,Final
745648,2024-06-23T20:07:00Z,Oakland Athletics,Minnesota Twins,Final
745396,2024-06-23T20:10:00Z,San Diego Padres,Milwaukee Brewers,Final
746862,2024-06-23T23:10:00Z,Chicago Cubs,New York Mets,Final
747021,2024-06-24T22:35:00Z,Baltimore Orioles,Cleveland Guardians,Final
746458,2024-06-24T22:40:00Z,Detroit Tigers,Philadelphia Phillies,Final
745078,2024-06-24T22:50:00Z,Tampa Bay Rays,Seattle Mariners,Final
746696,2024-06-24T23:10:00Z,Cincinnati Reds,Pittsburgh Pirates,Final
746941,2024-06-24T23:10:00Z,Boston Red Sox,Toronto Blue Jays,Final
745160,2024-06-24T23:45:00Z,St. Louis Cardinals,Atlanta Braves,Final
746780,2024-06-25T00:10:00Z,Chicago White Sox,Los Angeles Dodgers,Final
746298,2024-06-25T00:10:00Z,Kansas City Royals,Miami Marlins,Final
745974,2024-06-25T00:10:00Z,Milwaukee Brewers,Texas Rangers,Final
746218,2024-06-25T01:38:00Z,Los Angeles Angels,Oakland Athletics,Final
745397,2024-06-25T01:40:00Z,San Diego Padres,Washington Nationals,Final
745323,2024-06-25T01:45:00Z,San Francisco Giants,Chicago Cubs,Final
747022,2024-06-25T22:35:00Z,Baltimore Orioles,Cleveland Guardians,Final
746454,2024-06-25T22:40:00Z,Detroit Tigers,Philadelphia Phillies,Final
745076,2024-06-25T22:50:00Z,Tampa Bay Rays,Seattle Mariners,Final
746697,2024-06-25T23:10:00Z,Cincinnati Reds,Pittsburgh Pirates,Final
746943,2024-06-25T23:10:00Z,Boston Red Sox,Toronto Blue Jays,Final
745806,2024-06-25T23:10:00Z,New York Mets,New York Yankees,Final
746372,2024-06-26T00:10:00Z,Houston Astros,Colorado Rockies,Final
746775,2024-06-26T00:10:00Z,Chicago White Sox,Los Angeles Dodgers,Final
746293,2024-06-26T00:10:00Z,Kansas City Royals,Miami Marlins,Final
745973,2024-06-26T00:10:00Z,Milwaukee Brewers,Texas Rangers,Final
746213,2024-06-26T01:38:00Z,Los Angeles Angels,Oakland Athletics,Final
745399,2024-06-26T01:40:00Z,San Diego Padres,Washington Nationals,Final
747188,2024-06-26T01:40:00Z,Arizona Diamondbacks,Minnesota Twins,Final
745322,2024-06-26T01:45:00Z,San Francisco Giants,Chicago Cubs,Final
745157,2024-06-25T23:45:00Z,St. Louis Cardinals,Atlanta Braves,Final
745073,2024-06-26T16:10:00Z,Tampa Bay Rays,Seattle Mariners,Final
746695,2024-06-26T17:10:00Z,Cincinnati Reds,Pittsburgh Pirates,Final
746456,2024-06-26T17:10:00Z,Detroit Tigers,Philadelphia Phillies,Final
745157,2024-06-26T17:45:00Z,St. Louis Cardinals,Atlanta Braves,Final
745158,2024-06-26T23:15:00Z,St. Louis Cardinals,Atlanta Braves,Final
746374,2024-06-26T18:10:00Z,Houston Astros,Colorado Rockies,Final
746291,2024-06-26T18:10:00Z,Kansas City Royals,Miami Marlins,Final
745975,2024-06-26T18:10:00Z,Milwaukee Brewers,Texas Rangers,Final
746212,2024-06-26T20:07:00Z,Los Angeles Angels,Oakland Athletics,Final
745400,2024-06-26T20:10:00Z,San Diego Padres,Washington Nationals,Final
747019,2024-06-26T22:35:00Z,Baltimore Orioles,Cleveland Guardians,Final
746942,2024-06-26T23:10:00Z,Boston Red Sox,Toronto Blue Jays,Final
745808,2024-06-26T23:10:00Z,New York Mets,New York Yankees,Final
746777,2024-06-27T00:10:00Z,Chicago White Sox,Los Angeles Dodgers,Final
747184,2024-06-27T01:40:00Z,Arizona Diamondbacks,Minnesota Twins,Final
745325,2024-06-27T01:45:00Z,San Francisco Giants,Chicago Cubs,Final
747185,2024-06-27T19:40:00Z,Arizona Diamondbacks,Minnesota Twins,Final
745324,2024-06-27T19:45:00Z,San Francisco Giants,Chicago Cubs,Final
746816,2024-06-27T20:10:00Z,Chicago White Sox,Atlanta Braves,Final
745565,2024-06-27T22:20:00Z,Philadelphia Phillies,Miami Marlins,Final
747020,2024-06-27T22:35:00Z,Baltimore Orioles,Texas Rangers,Final
744919,2024-06-27T23:07:00Z,Toronto Blue Jays,New York Yankees,Final
745162,2024-06-27T23:45:00Z,St. Louis Cardinals,Cincinnati Reds,Final
746288,2024-06-28T00:10:00Z,Kansas City Royals,Cleveland Guardians,Final
746210,2024-06-28T01:38:00Z,Los Angeles Angels,Detroit Tigers,Final
745560,2024-06-28T22:20:00Z,Philadelphia Phillies,Miami Marlins,Final
745070,2024-06-28T22:50:00Z,Tampa Bay Rays,Washington Nationals,Final
747017,2024-06-28T23:05:00Z,Baltimore Orioles,Texas Rangers,Final
744922,2024-06-28T23:07:00Z,Toronto Blue Jays,New York Yankees,Final
745804,2024-06-28T23:10:00Z,New York Mets,Houston Astros,Final
746939,2024-06-28T23:10:00Z,Boston Red Sox,San Diego Padres,Final
746776,2024-06-28T23:10:00Z,Chicago White Sox,Colorado Rockies,Final
747105,2024-06-28T23:20:00Z,Atlanta Braves,Pittsburgh Pirates,Final
746292,2024-06-29T00:10:00Z,Kansas City Royals,Cleveland Guardians,Final
745970,2024-06-29T00:10:00Z,Milwaukee Brewers,Chicago Cubs,Final
745161,2024-06-29T00:15:00Z,St. Louis Cardinals,Cincinnati Reds,Final
746214,2024-06-29T01:38:00Z,Los Angeles Angels,Detroit Tigers,Final
747183,2024-06-29T01:40:00Z,Arizona Diamondbacks,Oakland Athletics,Final
745238,2024-06-29T01:40:00Z,Seattle Mariners,Minnesota Twins,Final
745319,2024-06-29T02:15:00Z,San Francisco Giants,Los Angeles Dodgers,Final
746778,2024-06-29T18:10:00Z,Chicago White Sox,Colorado Rockies,Final
745159,2024-06-29T18:15:00Z,St. Louis Cardinals,Cincinnati Reds,Final
744921,2024-06-29T19:07:00Z,Toronto Blue Jays,New York Yankees,Final
745559,2024-06-29T20:05:00Z,Philadelphia Phillies,Miami Marlins,Final
746289,2024-06-29T20:10:00Z,Kansas City Royals,Cleveland Guardians,Final
745801,2024-06-29T20:10:00Z,New York Mets,Houston Astros,Final
747186,2024-06-29T20:10:00Z,Arizona Diamondbacks,Oakland Athletics,Final
746940,2024-06-29T20:10:00Z,Boston Red Sox,San Diego Padres,Final
745071,2024-06-29T20:10:00Z,Tampa Bay Rays,Washington Nationals,Final
747104,2024-06-29T20:10:00Z,Atlanta Braves,Pittsburgh Pirates,Final
745972,2024-06-29T20:10:00Z,Milwaukee Brewers,Chicago Cubs,Final
745317,2024-06-29T23:15:00Z,San Francisco Giants,Los Angeles Dodgers,Final
747018,2024-06-29T23:15:00Z,Baltimore Orioles,Texas Rangers,Final
746211,2024-06-30T02:07:00Z,Los Angeles Angels,Detroit Tigers,Final
745239,2024-06-30T02:10:00Z,Seattle Mariners,Minnesota Twins,Final
747101,2024-06-30T15:35:00Z,Atlanta Braves,Pittsburgh Pirates,Final
746938,2024-06-30T17:35:00Z,Boston Red Sox,San Diego Padres,Final
745555,2024-06-30T17:35:00Z,Philadelphia Phillies,Miami Marlins,Final
744916,2024-06-30T17:37:00Z,Toronto Blue Jays,New York Yankees,Final
745802,2024-06-30T17:40:00Z,New York Mets,Houston Astros,Final
745072,2024-06-30T17:40:00Z,Tampa Bay Rays,Washington Nationals,Final
746290,2024-06-30T18:10:00Z,Kansas City Royals,Cleveland Guardians,Final
746779,2024-06-30T18:10:00Z,Chicago White Sox,Colorado Rockies,Final
745971,2024-06-30T18:10:00Z,Milwaukee Brewers,Chicago Cubs,Final
745154,2024-06-30T18:15:00Z,St. Louis Cardinals,Cincinnati Reds,Final
745320,2024-06-30T20:05:00Z,San Francisco Giants,Los Angeles Dodgers,Final
746209,2024-06-30T20:07:00Z,Los Angeles Angels,Detroit Tigers,Final
747182,2024-06-30T20:10:00Z,Arizona Diamondbacks,Oakland Athletics,Final
745243,2024-06-30T20:10:00Z,Seattle Mariners,Minnesota Twins,Final
747016,2024-06-30T23:10:00Z,Baltimore Orioles,Texas Rangers,Final
744914,2024-07-01T19:07:00Z,Toronto Blue Jays,Houston Astros,Final
744840,2024-07-01T22:45:00Z,Washington Nationals,New York Mets,Final
746535,2024-07-02T00:40:00Z,Colorado Rockies,Milwaukee Brewers,Final
745482,2024-07-02T22:40:00Z,Pittsburgh Pirates,St. Louis Cardinals,Final
746623,2024-07-02T22:40:00Z,Cleveland Guardians,Chicago White Sox,Final
746047,2024-07-02T22:40:00Z,Miami Marlins,Boston Red Sox,Final
744838,2024-07-02T22:45:00Z,Washington Nationals,New York Mets,Final
745730,2024-07-02T23:05:00Z,New York Yankees,Cincinnati Reds,Final
744913,2024-07-02T23:07:00Z,Toronto Blue Jays,Houston Astros,Final
747102,2024-07-02T23:20:00Z,Atlanta Braves,San Francisco Giants,Final
745886,2024-07-02T23:40:00Z,Minnesota Twins,Detroit Tigers,Final
744999,2024-07-03T00:05:00Z,Texas Rangers,San Diego Padres,Final
746860,2024-07-03T00:05:00Z,Chicago Cubs,Philadelphia Phillies,Final
746282,2024-07-03T00:10:00Z,Kansas City Royals,Tampa Bay Rays,Final
746537,2024-07-03T00:40:00Z,Colorado Rockies,Milwaukee Brewers,Final
745647,2024-07-03T01:40:00Z,Oakland Athletics,Los Angeles Angels,Final
745240,2024-07-03T01:40:00Z,Seattle Mariners,Baltimore Orioles,Final
746133,2024-07-03T02:10:00Z,Los Angeles Dodgers,Arizona Diamondbacks,Final
745487,2024-07-03T22:40:00Z,Pittsburgh Pirates,St. Louis Cardinals,Final
746617,2024-07-03T22:40:00Z,Cleveland Guardians,Chicago White Sox,Final
746045,2024-07-03T22:40:00Z,Miami Marlins,Boston Red Sox,Final
744837,2024-07-03T22:45:00Z,Washington Nationals,New York Mets,Final
745728,2024-07-03T23:05:00Z,New York Yankees,Cincinnati Reds,Final
744915,2024-07-03T23:07:00Z,Toronto Blue Jays,Houston Astros,Final
747100,2024-07-03T23:20:00Z,Atlanta Braves,San Francisco Giants,Final
744998,2024-07-04T00:05:00Z,Texas Rangers,San Diego Padres,Final
746858,2024-07-04T00:05:00Z,Chicago Cubs,Philadelphia Phillies,Final
746283,2024-07-04T00:10:00Z,Kansas City Royals,Tampa Bay Rays,Final
745888,2024-07-04T00:10:00Z,Minnesota Twins,Detroit Tigers,Final
746534,2024-07-04T00:40:00Z,Colorado Rockies,Milwaukee Brewers,Final
745643,2024-07-04T01:40:00Z,Oakland Athletics,Los Angeles Angels,Final
746128,2024-07-04T02:10:00Z,Los Angeles Dodgers,Arizona Diamondbacks,Final
745234,2024-07-04T02:10:00Z,Seattle Mariners,Baltimore Orioles,Final
744834,2024-07-04T15:05:00Z,Washington Nationals,New York Mets,Final
745484,2024-07-04T16:35:00Z,Pittsburgh Pirates,St. Louis Cardinals,Final
745726,2024-07-04T17:05:00Z,New York Yankees,Cincinnati Reds,Final
744912,2024-07-04T17:07:00Z,Toronto Blue Jays,Houston Astros,Final
745890,2024-07-04T17:10:00Z,Minnesota Twins,Detroit Tigers,Final
746619,2024-07-04T17:10:00Z,Cleveland Guardians,Chicago White Sox,Final
746043,2024-07-04T17:10:00Z,Miami Marlins,Boston Red Sox,Final
746857,2024-07-04T18:20:00Z,Chicago Cubs,Philadelphia Phillies,Final
744996,2024-07-04T18:35:00Z,Texas Rangers,San Diego Padres,Final
745641,2024-07-04T20:07:00Z,Oakland Athletics,Los Angeles Angels,Final
745236,2024-07-04T20:10:00Z,Seattle Mariners,Baltimore Orioles,Final
747103,2024-07-04T23:20:00Z,Atlanta Braves,San Francisco Giants,Final
746285,2024-07-05T00:10:00Z,Kansas City Royals,Tampa Bay Rays,Final
746532,2024-07-05T00:10:00Z,Colorado Rockies,Milwaukee Brewers,Final
746126,2024-07-05T01:10:00Z,Los Angeles Dodgers,Arizona Diamondbacks,Final
746859,2024-07-05T18:20:00Z,Chicago Cubs,Los Angeles Angels,Final
745479,2024-07-05T22:40:00Z,Pittsburgh Pirates,New York Mets,Final
744836,2024-07-05T22:45:00Z,Washington Nationals,St. Louis Cardinals,Final
745725,2024-07-05T23:05:00Z,New York Yankees,Boston Red Sox,Final
746693,2024-07-05T23:10:00Z,Cincinnati Reds,Detroit Tigers,Final
746620,2024-07-05T23:10:00Z,Cleveland Guardians,San Francisco Giants,Final
746046,2024-07-05T23:10:00Z,Miami Marlins,Chicago White Sox,Final
747097,2024-07-05T23:20:00Z,Atlanta Braves,Philadelphia Phillies,Final
744992,2024-07-06T00:05:00Z,Texas Rangers,Tampa Bay Rays,Final
746533,2024-07-06T00:10:00Z,Colorado Rockies,Kansas City Royals,Final
745884,2024-07-06T00:10:00Z,Minnesota Twins,Houston Astros,Final
745639,2024-07-06T01:40:00Z,Oakland Athletics,Baltimore Orioles,Final
745398,2024-07-06T01:40:00Z,San Diego Padres,Arizona Diamondbacks,Final
745237,2024-07-06T01:40:00Z,Seattle Mariners,Toronto Blue Jays,Final
746127,2024-07-06T02:10:00Z,Los Angeles Dodgers,Milwaukee Brewers,Final
745724,2024-07-06T17:05:00Z,New York Yankees,Boston Red Sox,Final
745885,2024-07-06T18:10:00Z,Minnesota Twins,Houston Astros,Final
746856,2024-07-06T18:20:00Z,Chicago Cubs,Los Angeles Angels,Final
745476,2024-07-06T20:05:00Z,Pittsburgh Pirates,New York Mets,Final
744835,2024-07-06T20:05:00Z,Washington Nationals,St. Louis Cardinals,Final
744995,2024-07-06T20:05:00Z,Texas Rangers,Tampa Bay Rays,Final
745642,2024-07-06T20:07:00Z,Oakland Athletics,Baltimore Orioles,Final
746694,2024-07-06T20:10:00Z,Cincinnati Reds,Detroit Tigers,Final
746615,2024-07-06T20:10:00Z,Cleveland Guardians,San Francisco Giants,Final
745235,2024-07-06T20:10:00Z,Seattle Mariners,Toronto Blue Jays,Final
746044,2024-07-06T20:10:00Z,Miami Marlins,Chicago White Sox,Final
747099,2024-07-06T23:15:00Z,Atlanta Braves,Philadelphia Phillies,Final
746129,2024-07-06T23:15:00Z,Los Angeles Dodgers,Milwaukee Brewers,Final
746529,2024-07-07T01:10:00Z,Colorado Rockies,Kansas City Royals,Final
745395,2024-07-07T01:40:00Z,San Diego Padres,Arizona Diamondbacks,Final
745477,2024-07-07T17:35:00Z,Pittsburgh Pirates,New York Mets,Final
744832,2024-07-07T17:35:00Z,Washington Nationals,St. Louis Cardinals,Final
747098,2024-07-07T17:35:00Z,Atlanta Braves,Philadelphia Phillies,Final
746691,2024-07-07T17:40:00Z,Cincinnati Reds,Detroit Tigers,Final
746616,2024-07-07T17:40:00Z,Cleveland Guardians,San Francisco Giants,Final
746039,2024-07-07T17:40:00Z,Miami Marlins,Chicago White Sox,Final
745883,2024-07-07T18:10:00Z,Minnesota Twins,Houston Astros,Final
746855,2024-07-07T18:20:00Z,Chicago Cubs,Los Angeles Angels,Final
744993,2024-07-07T18:35:00Z,Texas Rangers,Tampa Bay Rays,Final
746530,2024-07-07T19:10:00Z,Colorado Rockies,Kansas City Royals,Final
745637,2024-07-07T20:07:00Z,Oakland Athletics,Baltimore Orioles,Final
745391,2024-07-07T20:10:00Z,San Diego Padres,Arizona Diamondbacks,Final
745233,2024-07-07T20:10:00Z,Seattle Mariners,Toronto Blue Jays,Final
746122,2024-07-07T20:10:00Z,Los Angeles Dodgers,Milwaukee Brewers,Final
745723,2024-07-07T23:10:00Z,New York Yankees,Boston Red Sox,Final
745480,2024-07-08T16:35:00Z,Pittsburgh Pirates,New York Mets,Final
744833,2024-07-08T20:05:00Z,Washington Nationals,St. Louis Cardinals,Final
746455,2024-07-08T22:40:00Z,Detroit Tigers,Cleveland Guardians,Final
746692,2024-07-08T23:10:00Z,Cincinnati Reds,Colorado Rockies,Final
746771,2024-07-09T00:10:00Z,Chicago White Sox,Minnesota Twins,Final
746208,2024-07-09T01:38:00Z,Los Angeles Angels,Texas Rangers,Final
747181,2024-07-09T01:40:00Z,Arizona Diamondbacks,Atlanta Braves,Final
747014,2024-07-09T22:35:00Z,Baltimore Orioles,Chicago Cubs,Final
746451,2024-07-09T22:40:00Z,Detroit Tigers,Cleveland Guardians,Final
745557,2024-07-09T22:40:00Z,Philadelphia Phillies,Los Angeles Dodgers,Final
745074,2024-07-09T22:50:00Z,Tampa Bay Rays,New York Yankees,Final
746690,2024-07-09T23:10:00Z,Cincinnati Reds,Colorado Rockies,Final
745803,2024-07-09T23:10:00Z,New York Mets,Washington Nationals,Final
746937,2024-07-09T23:10:00Z,Boston Red Sox,Oakland Athletics,Final
746368,2024-07-10T00:10:00Z,Houston Astros,Miami Marlins,Final
745968,2024-07-10T00:10:00Z,Milwaukee Brewers,Pittsburgh Pirates,Final
746206,2024-07-10T01:38:00Z,Los Angeles Angels,Texas Rangers,Final
745393,2024-07-10T01:40:00Z,San Diego Padres,Seattle Mariners,Final
747180,2024-07-10T01:40:00Z,Arizona Diamondbacks,Atlanta Braves,Final
745316,2024-07-10T01:45:00Z,San Francisco Giants,Toronto Blue Jays,Final
745155,2024-07-09T23:45:00Z,St. Louis Cardinals,Kansas City Royals,Final
746773,2024-07-10T00:10:00Z,Chicago White Sox,Minnesota Twins,Final
745155,2024-07-10T17:45:00Z,St. Louis Cardinals,Kansas City Royals,Final
745156,2024-07-10T23:45:00Z,St. Louis Cardinals,Kansas City Royals,Final
746772,2024-07-10T18:10:00Z,Chicago White Sox,Minnesota Twins,Final
