gamePk,date,home,away,status
746522,2024-08-08T19:10:00Z,Colorado Rockies,New York Mets,Final
746030,2024-08-08T22:10:00Z,Miami Marlins,Cincinnati Reds,Final
745710,2024-08-08T23:05:00Z,New York Yankees,Los Angeles Angels,Final
744899,2024-08-08T23:07:00Z,Toronto Blue Jays,Baltimore Orioles,Final
745143,2024-08-08T23:15:00Z,St. Louis Cardinals,Tampa Bay Rays,Final
745226,2024-08-09T01:40:00Z,Seattle Mariners,Detroit Tigers,Final
747169,2024-08-09T01:40:00Z,Arizona Diamondbacks,Philadelphia Phillies,Final
745927,2024-08-09T18:10:00Z,Minnesota Twins,Cleveland Guardians,Final
745871,2024-08-10T00:10:00Z,Minnesota Twins,Cleveland Guardians,Final
744818,2024-08-09T22:45:00Z,Washington Nationals,Los Angeles Angels,Final
745062,2024-08-09T22:50:00Z,Tampa Bay Rays,Baltimore Orioles,Final
744900,2024-08-09T23:07:00Z,Toronto Blue Jays,Oakland Athletics,Final
746927,2024-08-09T23:10:00Z,Boston Red Sox,Houston Astros,Final
746032,2024-08-09T23:10:00Z,Miami Marlins,San Diego Padres,Final
746275,2024-08-10T00:10:00Z,Kansas City Royals,St. Louis Cardinals,Final
746760,2024-08-10T00:10:00Z,Chicago White Sox,Chicago Cubs,Final
745957,2024-08-10T00:10:00Z,Milwaukee Brewers,Cincinnati Reds,Final
746523,2024-08-10T00:40:00Z,Colorado Rockies,Atlanta Braves,Final
747168,2024-08-10T01:40:00Z,Arizona Diamondbacks,Philadelphia Phillies,Final
746113,2024-08-10T02:10:00Z,Los Angeles Dodgers,Pittsburgh Pirates,Final
745220,2024-08-10T02:10:00Z,Seattle Mariners,New York Mets,Final
745308,2024-08-10T02:15:00Z,San Francisco Giants,Detroit Tigers,Final
745708,2024-08-09T23:05:00Z,New York Yankees,Texas Rangers,Final
745712,2024-08-10T17:05:00Z,New York Yankees,Texas Rangers,Final
745708,2024-08-10T17:10:00Z,New York Yankees,Texas Rangers,Final
744897,2024-08-10T19:07:00Z,Toronto Blue Jays,Oakland Athletics,Final
745304,2024-08-10T20:05:00Z,San Francisco Giants,Detroit Tigers,Final
746922,2024-08-10T20:10:00Z,Boston Red Sox,Houston Astros,Final
746026,2024-08-10T20:10:00Z,Miami Marlins,San Diego Padres,Final
744820,2024-08-10T22:45:00Z,Washington Nationals,Los Angeles Angels,Final
746269,2024-08-10T23:10:00Z,Kansas City Royals,St. Louis Cardinals,Final
745873,2024-08-10T23:10:00Z,Minnesota Twins,Cleveland Guardians,Final
745955,2024-08-10T23:10:00Z,Milwaukee Brewers,Cincinnati Reds,Final
745056,2024-08-10T23:15:00Z,Tampa Bay Rays,Baltimore Orioles,Final
746761,2024-08-10T23:15:00Z,Chicago White Sox,Chicago Cubs,Final
747164,2024-08-11T00:10:00Z,Arizona Diamondbacks,Philadelphia Phillies,Final
746520,2024-08-11T00:10:00Z,Colorado Rockies,Atlanta Braves,Final
746112,2024-08-11T01:10:00Z,Los Angeles Dodgers,Pittsburgh Pirates,Final
745219,2024-08-11T01:40:00Z,Seattle Mariners,New York Mets,Final
744816,2024-08-11T15:35:00Z,Washington Nationals,Los Angeles Angels,Final
746923,2024-08-11T17:35:00Z,Boston Red Sox,Houston Astros,Final
745711,2024-08-11T17:35:00Z,New York Yankees,Texas Rangers,Final
744895,2024-08-11T17:37:00Z,Toronto Blue Jays,Oakland Athletics,Final
745057,2024-08-11T17:40:00Z,Tampa Bay Rays,Baltimore Orioles,Final
746025,2024-08-11T17:40:00Z,Miami Marlins,San Diego Padres,Final
745872,2024-08-11T18:10:00Z,Minnesota Twins,Cleveland Guardians,Final
745956,2024-08-11T18:10:00Z,Milwaukee Brewers,Cincinnati Reds,Final
746517,2024-08-11T19:10:00Z,Colorado Rockies,Atlanta Braves,Final
745303,2024-08-11T20:05:00Z,San Francisco Giants,Detroit Tigers,Final
746114,2024-08-11T20:10:00Z,Los Angeles Dodgers,Pittsburgh Pirates,Final
747166,2024-08-11T20:10:00Z,Arizona Diamondbacks,Philadelphia Phillies,Final
745216,2024-08-11T23:10:00Z,Seattle Mariners,New York Mets,Final
746603,2024-08-12T22:40:00Z,Cleveland Guardians,Chicago Cubs,Final
746682,2024-08-12T22:40:00Z,Cincinnati Reds,St. Louis Cardinals,Final
745058,2024-08-12T22:50:00Z,Tampa Bay Rays,Houston Astros,Final
746921,2024-08-12T23:10:00Z,Boston Red Sox,Texas Rangers,Final
745874,2024-08-12T23:40:00Z,Minnesota Twins,Kansas City Royals,Final
746762,2024-08-13T00:10:00Z,Chicago White Sox,New York Yankees,Final
745953,2024-08-13T00:10:00Z,Milwaukee Brewers,Los Angeles Dodgers,Final
746192,2024-08-13T01:38:00Z,Los Angeles Angels,Toronto Blue Jays,Final
747165,2024-08-13T01:40:00Z,Arizona Diamondbacks,Colorado Rockies,Final
745383,2024-08-13T01:40:00Z,San Diego Padres,Pittsburgh Pirates,Final
745300,2024-08-13T01:45:00Z,San Francisco Giants,Atlanta Braves,Final
747004,2024-08-13T22:35:00Z,Baltimore Orioles,Washington Nationals,Final
746601,2024-08-13T22:40:00Z,Cleveland Guardians,Chicago Cubs,Final
746435,2024-08-13T22:40:00Z,Detroit Tigers,Seattle Mariners,Final
746673,2024-08-13T22:40:00Z,Cincinnati Reds,St. Louis Cardinals,Final
745548,2024-08-13T22:40:00Z,Philadelphia Phillies,Miami Marlins,Final
745055,2024-08-13T22:50:00Z,Tampa Bay Rays,Houston Astros,Final
745788,2024-08-13T23:10:00Z,New York Mets,Oakland Athletics,Final
746924,2024-08-13T23:10:00Z,Boston Red Sox,Texas Rangers,Final
745867,2024-08-13T23:40:00Z,Minnesota Twins,Kansas City Royals,Final
746757,2024-08-14T00:10:00Z,Chicago White Sox,New York Yankees,Final
745954,2024-08-14T00:10:00Z,Milwaukee Brewers,Los Angeles Dodgers,Final
746187,2024-08-14T01:38:00Z,Los Angeles Angels,Toronto Blue Jays,Final
747160,2024-08-14T01:40:00Z,Arizona Diamondbacks,Colorado Rockies,Final
745382,2024-08-14T01:40:00Z,San Diego Padres,Pittsburgh Pirates,Final
745302,2024-08-14T01:45:00Z,San Francisco Giants,Atlanta Braves,Final
745869,2024-08-14T17:10:00Z,Minnesota Twins,Kansas City Royals,Final
747163,2024-08-14T19:40:00Z,Arizona Diamondbacks,Colorado Rockies,Final
745381,2024-08-14T20:10:00Z,San Diego Padres,Pittsburgh Pirates,Final
746919,2024-08-14T22:10:00Z,Boston Red Sox,Texas Rangers,Final
747000,2024-08-14T22:35:00Z,Baltimore Orioles,Washington Nationals,Final
746598,2024-08-14T22:40:00Z,Cleveland Guardians,Chicago Cubs,Final
746436,2024-08-14T22:40:00Z,Detroit Tigers,Seattle Mariners,Final
746677,2024-08-14T22:40:00Z,Cincinnati Reds,St. Louis Cardinals,Final
745544,2024-08-14T22:40:00Z,Philadelphia Phillies,Miami Marlins,Final
745053,2024-08-14T22:50:00Z,Tampa Bay Rays,Houston Astros,Final
745790,2024-08-14T23:10:00Z,New York Mets,Oakland Athletics,Final
746759,2024-08-15T00:10:00Z,Chicago White Sox,New York Yankees,Final
745951,2024-08-15T00:10:00Z,Milwaukee Brewers,Los Angeles Dodgers,Final
746188,2024-08-15T01:38:00Z,Los Angeles Angels,Toronto Blue Jays,Final
745301,2024-08-15T01:45:00Z,San Francisco Giants,Atlanta Braves,Final
745783,2024-08-15T17:10:00Z,New York Mets,Oakland Athletics,Final
746437,2024-08-15T17:10:00Z,Detroit Tigers,Seattle Mariners,Final
745950,2024-08-15T18:10:00Z,Milwaukee Brewers,Los Angeles Dodgers,Final
745298,2024-08-15T19:45:00Z,San Francisco Giants,Atlanta Braves,Final
747002,2024-08-15T22:35:00Z,Baltimore Orioles,Boston Red Sox,Final
745545,2024-08-15T22:40:00Z,Philadelphia Phillies,Washington Nationals,Final
744980,2024-08-16T00:05:00Z,Texas Rangers,Minnesota Twins,Final
746843,2024-08-16T18:20:00Z,Chicago Cubs,Toronto Blue Jays,Final
746674,2024-08-16T22:40:00Z,Cincinnati Reds,Kansas City Royals,Final
745462,2024-08-16T22:40:00Z,Pittsburgh Pirates,Seattle Mariners,Final
745542,2024-08-16T22:40:00Z,Philadelphia Phillies,Washington Nationals,Final
746438,2024-08-16T22:40:00Z,Detroit Tigers,New York Yankees,Final
745054,2024-08-16T22:50:00Z,Tampa Bay Rays,Arizona Diamondbacks,Final
747001,2024-08-16T23:05:00Z,Baltimore Orioles,Boston Red Sox,Final
745784,2024-08-16T23:10:00Z,New York Mets,Miami Marlins,Final
744974,2024-08-17T00:05:00Z,Texas Rangers,Minnesota Twins,Final
746357,2024-08-17T00:10:00Z,Houston Astros,Chicago White Sox,Final
745949,2024-08-17T00:10:00Z,Milwaukee Brewers,Cleveland Guardians,Final
745144,2024-08-17T00:15:00Z,St. Louis Cardinals,Los Angeles Dodgers,Final
746518,2024-08-17T00:40:00Z,Colorado Rockies,San Diego Padres,Final
746189,2024-08-17T01:38:00Z,Los Angeles Angels,Atlanta Braves,Final
745463,2024-08-17T17:05:00Z,Pittsburgh Pirates,Seattle Mariners,Final
746434,2024-08-17T17:10:00Z,Detroit Tigers,New York Yankees,Final
746841,2024-08-17T18:20:00Z,Chicago Cubs,Toronto Blue Jays,Final
745049,2024-08-17T20:10:00Z,Tampa Bay Rays,Arizona Diamondbacks,Final
745785,2024-08-17T20:10:00Z,New York Mets,Miami Marlins,Final
745537,2024-08-17T22:05:00Z,Philadelphia Phillies,Washington Nationals,Final
746675,2024-08-17T22:40:00Z,Cincinnati Reds,Kansas City Royals,Final
746997,2024-08-17T23:05:00Z,Baltimore Orioles,Boston Red Sox,Final
744977,2024-08-17T23:05:00Z,Texas Rangers,Minnesota Twins,Final
745626,2024-08-17T23:07:00Z,Oakland Athletics,San Francisco Giants,Final
746355,2024-08-17T23:10:00Z,Houston Astros,Chicago White Sox,Final
745140,2024-08-17T23:15:00Z,St. Louis Cardinals,Los Angeles Dodgers,Final
745952,2024-08-17T23:15:00Z,Milwaukee Brewers,Cleveland Guardians,Final
746515,2024-08-18T00:10:00Z,Colorado Rockies,San Diego Padres,Final
746190,2024-08-18T01:38:00Z,Los Angeles Angels,Atlanta Braves,Final
745786,2024-08-18T16:05:00Z,New York Mets,Miami Marlins,Final
746999,2024-08-18T17:35:00Z,Baltimore Orioles,Boston Red Sox,Final
745464,2024-08-18T17:35:00Z,Pittsburgh Pirates,Seattle Mariners,Final
745539,2024-08-18T17:35:00Z,Philadelphia Phillies,Washington Nationals,Final
746676,2024-08-18T17:40:00Z,Cincinnati Reds,Kansas City Royals,Final
745051,2024-08-18T17:40:00Z,Tampa Bay Rays,Arizona Diamondbacks,Final
746359,2024-08-18T18:10:00Z,Houston Astros,Chicago White Sox,Final
745948,2024-08-18T18:10:00Z,Milwaukee Brewers,Cleveland Guardians,Final
745139,2024-08-18T18:15:00Z,St. Louis Cardinals,Los Angeles Dodgers,Final
746838,2024-08-18T18:20:00Z,Chicago Cubs,Toronto Blue Jays,Final
744975,2024-08-18T18:35:00Z,Texas Rangers,Minnesota Twins,Final
746516,2024-08-18T19:10:00Z,Colorado Rockies,San Diego Padres,Final
745621,2024-08-18T20:07:00Z,Oakland Athletics,San Francisco Giants,Final
746186,2024-08-18T20:07:00Z,Los Angeles Angels,Atlanta Braves,Final
746431,2024-08-18T23:10:00Z,Detroit Tigers,New York Yankees,Final
746027,2024-08-19T22:40:00Z,Miami Marlins,Arizona Diamondbacks,Final
744898,2024-08-19T23:07:00Z,Toronto Blue Jays,Cincinnati Reds,Final
745780,2024-08-19T23:10:00Z,New York Mets,Baltimore Orioles,Final
744976,2024-08-20T00:05:00Z,Texas Rangers,Pittsburgh Pirates,Final
746351,2024-08-20T00:10:00Z,Houston Astros,Boston Red Sox,Final
746270,2024-08-20T00:10:00Z,Kansas City Royals,Los Angeles Angels,Final
745620,2024-08-20T01:40:00Z,Oakland Athletics,Tampa Bay Rays,Final
745380,2024-08-20T01:40:00Z,San Diego Padres,Minnesota Twins,Final
745294,2024-08-20T01:45:00Z,San Francisco Giants,Chicago White Sox,Final
746109,2024-08-20T02:10:00Z,Los Angeles Dodgers,Seattle Mariners,Final
746029,2024-08-20T22:40:00Z,Miami Marlins,Arizona Diamondbacks,Final
744814,2024-08-20T22:45:00Z,Washington Nationals,Colorado Rockies,Final
745707,2024-08-20T23:05:00Z,New York Yankees,Cleveland Guardians,Final
744896,2024-08-20T23:07:00Z,Toronto Blue Jays,Cincinnati Reds,Final
745782,2024-08-20T23:10:00Z,New York Mets,Baltimore Orioles,Final
747083,2024-08-20T23:20:00Z,Atlanta Braves,Philadelphia Phillies,Final
745136,2024-08-20T23:45:00Z,St. Louis Cardinals,Milwaukee Brewers,Final
746839,2024-08-21T00:05:00Z,Chicago Cubs,Detroit Tigers,Final
744978,2024-08-21T00:05:00Z,Texas Rangers,Pittsburgh Pirates,Final
746349,2024-08-21T00:10:00Z,Houston Astros,Boston Red Sox,Final
746266,2024-08-21T00:10:00Z,Kansas City Royals,Los Angeles Angels,Final
745624,2024-08-21T01:40:00Z,Oakland Athletics,Tampa Bay Rays,Final
745374,2024-08-21T01:40:00Z,San Diego Padres,Minnesota Twins,Final
745295,2024-08-21T01:45:00Z,San Francisco Giants,Chicago White Sox,Final
746107,2024-08-21T02:10:00Z,Los Angeles Dodgers,Seattle Mariners,Final
745781,2024-08-21T17:10:00Z,New York Mets,Baltimore Orioles,Final
746350,2024-08-21T18:10:00Z,Houston Astros,Boston Red Sox,Final
744973,2024-08-21T18:35:00Z,Texas Rangers,Pittsburgh Pirates,Final
745297,2024-08-21T19:45:00Z,San Francisco Giants,Chicago White Sox,Final
745375,2024-08-21T22:40:00Z,San Diego Padres,Minnesota Twins,Final
746028,2024-08-21T22:40:00Z,Miami Marlins,Arizona Diamondbacks,Final
744812,2024-08-21T22:45:00Z,Washington Nationals,Colorado Rockies,Final
745704,2024-08-21T23:05:00Z,New York Yankees,Cleveland Guardians,Final
744893,2024-08-21T23:07:00Z,Toronto Blue Jays,Cincinnati Reds,Final
747084,2024-08-21T23:20:00Z,Atlanta Braves,Philadelphia Phillies,Final
745138,2024-08-21T23:45:00Z,St. Louis Cardinals,Milwaukee Brewers,Final
746837,2024-08-22T00:05:00Z,Chicago Cubs,Detroit Tigers,Final
746267,2024-08-22T00:10:00Z,Kansas City Royals,Los Angeles Angels,Final
745622,2024-08-22T01:40:00Z,Oakland Athletics,Tampa Bay Rays,Final
746110,2024-08-22T02:10:00Z,Los Angeles Dodgers,Seattle Mariners,Final
744815,2024-08-22T17:05:00Z,Washington Nationals,Colorado Rockies,Final
745705,2024-08-22T17:05:00Z,New York Yankees,Cleveland Guardians,Final
745137,2024-08-22T18:15:00Z,St. Louis Cardinals,Milwaukee Brewers,Final
746836,2024-08-22T18:20:00Z,Chicago Cubs,Detroit Tigers,Final
745623,2024-08-22T19:37:00Z,Oakland Athletics,Tampa Bay Rays,Final
745465,2024-08-22T22:40:00Z,Pittsburgh Pirates,Cincinnati Reds,Final
744894,2024-08-22T23:07:00Z,Toronto Blue Jays,Los Angeles Angels,Final
746998,2024-08-22T23:08:00Z,Baltimore Orioles,Houston Astros,Final
747082,2024-08-22T23:08:00Z,Atlanta Braves,Philadelphia Phillies,Final
745379,2024-08-23T01:40:00Z,San Diego Padres,New York Mets,Final
745460,2024-08-23T22:40:00Z,Pittsburgh Pirates,Cincinnati Reds,Final
746995,2024-08-23T23:05:00Z,Baltimore Orioles,Houston Astros,Final
745702,2024-08-23T23:05:00Z,New York Yankees,Colorado Rockies,Final
744889,2024-08-23T23:07:00Z,Toronto Blue Jays,Los Angeles Angels,Final
746920,2024-08-23T23:10:00Z,Boston Red Sox,Arizona Diamondbacks,Final
746597,2024-08-23T23:10:00Z,Cleveland Guardians,Texas Rangers,Final
746024,2024-08-23T23:10:00Z,Miami Marlins,Chicago Cubs,Final
747080,2024-08-23T23:20:00Z,Atlanta Braves,Washington Nationals,Final
745870,2024-08-24T00:10:00Z,Minnesota Twins,St. Louis Cardinals,Final
746268,2024-08-24T00:10:00Z,Kansas City Royals,Philadelphia Phillies,Final
746758,2024-08-24T00:10:00Z,Chicago White Sox,Detroit Tigers,Final
745378,2024-08-24T01:40:00Z,San Diego Padres,New York Mets,Final
745625,2024-08-24T01:40:00Z,Oakland Athletics,Milwaukee Brewers,Final
745217,2024-08-24T02:10:00Z,Seattle Mariners,San Francisco Giants,Final
746111,2024-08-24T02:10:00Z,Los Angeles Dodgers,Tampa Bay Rays,Final
745703,2024-08-24T18:05:00Z,New York Yankees,Colorado Rockies,Final
744890,2024-08-24T19:07:00Z,Toronto Blue Jays,Los Angeles Angels,Final
746996,2024-08-24T20:05:00Z,Baltimore Orioles,Houston Astros,Final
745617,2024-08-24T20:07:00Z,Oakland Athletics,Milwaukee Brewers,Final
746917,2024-08-24T20:10:00Z,Boston Red Sox,Arizona Diamondbacks,Final
745218,2024-08-24T20:10:00Z,Seattle Mariners,San Francisco Giants,Final
746022,2024-08-24T20:10:00Z,Miami Marlins,Chicago Cubs,Final
745457,2024-08-24T22:40:00Z,Pittsburgh Pirates,Cincinnati Reds,Final
746599,2024-08-24T23:10:00Z,Cleveland Guardians,Texas Rangers,Final
745868,2024-08-24T23:10:00Z,Minnesota Twins,St. Louis Cardinals,Final
746271,2024-08-24T23:10:00Z,Kansas City Royals,Philadelphia Phillies,Final
746756,2024-08-24T23:10:00Z,Chicago White Sox,Detroit Tigers,Final
747077,2024-08-24T23:20:00Z,Atlanta Braves,Washington Nationals,Final
745377,2024-08-25T00:40:00Z,San Diego Padres,New York Mets,Final
746108,2024-08-25T01:10:00Z,Los Angeles Dodgers,Tampa Bay Rays,Final
747078,2024-08-25T16:05:00Z,Atlanta Braves,Washington Nationals,Final
746918,2024-08-25T17:35:00Z,Boston Red Sox,Arizona Diamondbacks,Final
745459,2024-08-25T17:35:00Z,Pittsburgh Pirates,Cincinnati Reds,Final
745706,2024-08-25T17:35:00Z,New York Yankees,Colorado Rockies,Final
744892,2024-08-25T17:37:00Z,Toronto Blue Jays,Los Angeles Angels,Final
746595,2024-08-25T17:40:00Z,Cleveland Guardians,Texas Rangers,Final
746023,2024-08-25T17:40:00Z,Miami Marlins,Chicago Cubs,Final
745863,2024-08-25T18:10:00Z,Minnesota Twins,St. Louis Cardinals,Final
746263,2024-08-25T18:10:00Z,Kansas City Royals,Philadelphia Phillies,Final
746754,2024-08-25T18:10:00Z,Chicago White Sox,Detroit Tigers,Final
745618,2024-08-25T20:07:00Z,Oakland Athletics,Milwaukee Brewers,Final
745376,2024-08-25T20:10:00Z,San Diego Padres,New York Mets,Final
745212,2024-08-25T20:10:00Z,Seattle Mariners,San Francisco Giants,Final
746106,2024-08-25T20:10:00Z,Los Angeles Dodgers,Tampa Bay Rays,Final
746994,2024-08-25T23:10:00Z,Baltimore Orioles,Houston Astros,Final
746628,2024-08-26T17:10:00Z,Cleveland Guardians,Kansas City Royals,Final
746596,2024-08-26T22:40:00Z,Cleveland Guardians,Kansas City Royals,Final
746942,2024-08-26T18:05:00Z,Boston Red Sox,Toronto Blue Jays,Final
745458,2024-08-26T22:40:00Z,Pittsburgh Pirates,Chicago Cubs,Final
745538,2024-08-26T22:40:00Z,Philadelphia Phillies,Houston Astros,Final
744813,2024-08-26T22:45:00Z,Washington Nationals,New York Yankees,Final
746915,2024-08-26T23:10:00Z,Boston Red Sox,Toronto Blue Jays,Final
745865,2024-08-26T23:40:00Z,Minnesota Twins,Atlanta Braves,Final
745133,2024-08-26T23:45:00Z,St. Louis Cardinals,San Diego Padres,Final
746753,2024-08-27T00:10:00Z,Chicago White Sox,Detroit Tigers,Final
746513,2024-08-27T00:40:00Z,Colorado Rockies,Miami Marlins,Final
745215,2024-08-27T01:40:00Z,Seattle Mariners,Tampa Bay Rays,Final
746429,2024-08-27T22:40:00Z,Detroit Tigers,Los Angeles Angels,Final
746594,2024-08-27T22:40:00Z,Cleveland Guardians,Kansas City Royals,Final
746671,2024-08-27T22:40:00Z,Cincinnati Reds,Oakland Athletics,Final
745461,2024-08-27T22:40:00Z,Pittsburgh Pirates,Chicago Cubs,Final
745540,2024-08-27T22:40:00Z,Philadelphia Phillies,Houston Astros,Final
744811,2024-08-27T22:45:00Z,Washington Nationals,New York Yankees,Final
746916,2024-08-27T23:10:00Z,Boston Red Sox,Toronto Blue Jays,Final
745864,2024-08-27T23:40:00Z,Minnesota Twins,Atlanta Braves,Final
745132,2024-08-27T23:45:00Z,St. Louis Cardinals,San Diego Padres,Final
746755,2024-08-28T00:10:00Z,Chicago White Sox,Texas Rangers,Final
745946,2024-08-28T00:10:00Z,Milwaukee Brewers,San Francisco Giants,Final
746510,2024-08-28T00:40:00Z,Colorado Rockies,Miami Marlins,Final
747162,2024-08-28T01:40:00Z,Arizona Diamondbacks,New York Mets,Final
745213,2024-08-28T01:40:00Z,Seattle Mariners,Tampa Bay Rays,Final
746105,2024-08-28T02:10:00Z,Los Angeles Dodgers,Baltimore Orioles,Final
745452,2024-08-28T16:35:00Z,Pittsburgh Pirates,Chicago Cubs,Final
746589,2024-08-28T17:10:00Z,Cleveland Guardians,Kansas City Royals,Final
745541,2024-08-28T20:05:00Z,Philadelphia Phillies,Houston Astros,Final
745211,2024-08-28T20:10:00Z,Seattle Mariners,Tampa Bay Rays,Final
746755,2024-08-28T21:10:00Z,Chicago White Sox,Texas Rangers,Final
746430,2024-08-28T22:40:00Z,Detroit Tigers,Los Angeles Angels,Final
746672,2024-08-28T22:40:00Z,Cincinnati Reds,Oakland Athletics,Final
744809,2024-08-28T22:45:00Z,Washington Nationals,New York Yankees,Final
746913,2024-08-28T23:10:00Z,Boston Red Sox,Toronto Blue Jays,Final
745866,2024-08-28T23:40:00Z,Minnesota Twins,Atlanta Braves,Final
745134,2024-08-28T23:45:00Z,St. Louis Cardinals,San Diego Padres,Final
746752,2024-08-29T00:10:00Z,Chicago White Sox,Texas Rangers,Final
745943,2024-08-29T00:10:00Z,Milwaukee Brewers,San Francisco Giants,Final
746512,2024-08-29T00:40:00Z,Colorado Rockies,Miami Marlins,Final
747161,2024-08-29T01:40:00Z,Arizona Diamondbacks,New York Mets,Final
746103,2024-08-29T02:10:00Z,Los Angeles Dodgers,Baltimore Orioles,Final
746432,2024-08-29T17:10:00Z,Detroit Tigers,Los Angeles Angels,Final
746748,2024-08-29T18:10:00Z,Chicago White Sox,Texas Rangers,Final
745945,2024-08-29T18:10:00Z,Milwaukee Brewers,San Francisco Giants,Final
745135,2024-08-29T18:15:00Z,St. Louis Cardinals,San Diego Padres,Final
746514,2024-08-29T19:10:00Z,Colorado Rockies,Miami Marlins,Final
747159,2024-08-29T19:40:00Z,Arizona Diamondbacks,New York Mets,Final
746670,2024-08-29T21:10:00Z,Cincinnati Reds,Oakland Athletics,Final
745531,2024-08-29T22:40:00Z,Philadelphia Phillies,Atlanta Braves,Final
746914,2024-08-29T23:10:00Z,Boston Red Sox,Toronto Blue Jays,Final
746352,2024-08-30T00:10:00Z,Houston Astros,Kansas City Royals,Final
746102,2024-08-30T02:10:00Z,Los Angeles Dodgers,Baltimore Orioles,Final
746730,2024-08-30T16:40:00Z,Cincinnati Reds,Milwaukee Brewers,Final
746665,2024-08-30T22:40:00Z,Cincinnati Reds,Milwaukee Brewers,Final
746433,2024-08-30T22:40:00Z,Detroit Tigers,Boston Red Sox,Final
745533,2024-08-30T22:40:00Z,Philadelphia Phillies,Atlanta Braves,Final
744810,2024-08-30T22:45:00Z,Washington Nationals,Chicago Cubs,Final
745052,2024-08-30T22:50:00Z,Tampa Bay Rays,San Diego Padres,Final
745700,2024-08-30T23:05:00Z,New York Yankees,St. Louis Cardinals,Final
746593,2024-08-30T23:10:00Z,Cleveland Guardians,Pittsburgh Pirates,Final
744969,2024-08-31T00:05:00Z,Texas Rangers,Oakland Athletics,Final
746353,2024-08-31T00:10:00Z,Houston Astros,Kansas City Royals,Final
745862,2024-08-31T00:10:00Z,Minnesota Twins,Toronto Blue Jays,Final
746749,2024-08-31T00:10:00Z,Chicago White Sox,New York Mets,Final
746511,2024-08-31T00:40:00Z,Colorado Rockies,Baltimore Orioles,Final
746184,2024-08-31T01:38:00Z,Los Angeles Angels,Seattle Mariners,Final
747156,2024-08-31T01:40:00Z,Arizona Diamondbacks,Los Angeles Dodgers,Final
745299,2024-08-31T02:15:00Z,San Francisco Giants,Miami Marlins,Final
745699,2024-08-31T17:05:00Z,New York Yankees,St. Louis Cardinals,Final
744808,2024-08-31T20:05:00Z,Washington Nationals,Chicago Cubs,Final
745050,2024-08-31T20:10:00Z,Tampa Bay Rays,San Diego Padres,Final
746424,2024-08-31T22:10:00Z,Detroit Tigers,Boston Red Sox,Final
746590,2024-08-31T22:10:00Z,Cleveland Guardians,Pittsburgh Pirates,Final
744971,2024-08-31T23:05:00Z,Texas Rangers,Oakland Athletics,Final
746348,2024-08-31T23:10:00Z,Houston Astros,Kansas City Royals,Final
745859,2024-08-31T23:10:00Z,Minnesota Twins,Toronto Blue Jays,Final
746751,2024-08-31T23:10:00Z,Chicago White Sox,New York Mets,Final
745532,2024-08-31T23:15:00Z,Philadelphia Phillies,Atlanta Braves,Final
746667,2024-08-31T23:15:00Z,Cincinnati Reds,Milwaukee Brewers,Final
746507,2024-09-01T00:10:00Z,Colorado Rockies,Baltimore Orioles,Final
747158,2024-09-01T00:10:00Z,Arizona Diamondbacks,Los Angeles Dodgers,Final
745296,2024-09-01T01:05:00Z,San Francisco Giants,Miami Marlins,Final
746182,2024-09-01T01:38:00Z,Los Angeles Angels,Seattle Mariners,Final
746669,2024-09-01T16:10:00Z,Cincinnati Reds,Milwaukee Brewers,Final
744806,2024-09-01T17:35:00Z,Washington Nationals,Chicago Cubs,Final
745701,2024-09-01T17:35:00Z,New York Yankees,St. Louis Cardinals,Final
746426,2024-09-01T17:40:00Z,Detroit Tigers,Boston Red Sox,Final
746592,2024-09-01T17:40:00Z,Cleveland Guardians,Pittsburgh Pirates,Final
745048,2024-09-01T17:40:00Z,Tampa Bay Rays,San Diego Padres,Final
746347,2024-09-01T18:10:00Z,Houston Astros,Kansas City Royals,Final
745861,2024-09-01T18:10:00Z,Minnesota Twins,Toronto Blue Jays,Final
746750,2024-09-01T18:10:00Z,Chicago White Sox,New York Mets,Final
744970,2024-09-01T18:35:00Z,Texas Rangers,Oakland Athletics,Final
746505,2024-09-01T19:10:00Z,Colorado Rockies,Baltimore Orioles,Final
745292,2024-09-01T20:05:00Z,San Francisco Giants,Miami Marlins,Final
746183,2024-09-01T20:07:00Z,Los Angeles Angels,Seattle Mariners,Final
747157,2024-09-01T20:10:00Z,Arizona Diamondbacks,Los Angeles Dodgers,Final
745536,2024-09-01T23:10:00Z,Philadelphia Phillies,Atlanta Braves,Final
745947,2024-09-02T18:10:00Z,Milwaukee Brewers,St. Louis Cardinals,Final
746992,2024-09-02T19:05:00Z,Baltimore Orioles,Chicago White Sox,Final
746668,2024-09-02T20:10:00Z,Cincinnati Reds,Houston Astros,Final
746265,2024-09-02T20:10:00Z,Kansas City Royals,Cleveland Guardians,Final
747155,2024-09-02T20:10:00Z,Arizona Diamondbacks,Los Angeles Dodgers,Final
745373,2024-09-02T22:40:00Z,San Diego Padres,Detroit Tigers,Final
745046,2024-09-02T22:50:00Z,Tampa Bay Rays,Minnesota Twins,Final
745619,2024-09-02T23:07:00Z,Oakland Athletics,Seattle Mariners,Final
745779,2024-09-02T23:10:00Z,New York Mets,Boston Red Sox,Final
746833,2024-09-02T23:40:00Z,Chicago Cubs,Pittsburgh Pirates,Final
744972,2024-09-03T00:05:00Z,Texas Rangers,New York Yankees,Final
746991,2024-09-03T22:35:00Z,Baltimore Orioles,Chicago White Sox,Final
